,0,1,2,3,4,5,6,7
0,-0.1186245665121588,-0.03792458399395651,1.491395835169007,2.3708081305082307,-0.7584128797349129,2.75235103060808,-0.5288829572717886,0.0007958711346892989
1,-0.1186245665121588,-0.03792458399395651,-0.6399117046893416,-0.5631913619598945,-0.7584128797349129,-0.3633257491065988,-0.3523201867583438,-0.09277127494524824
2,0.1678619335546851,-0.03792458399395651,-0.7367893201374484,-0.6437957436211067,1.318543008327507,-0.3633257491065988,0.6482021794845102,1.8621177458864184
3,-0.1186245665121588,-0.03792458399395651,-0.3492788583450213,0.03328106233307602,-0.7584128797349129,-0.3633257491065988,0.14794099636308322,-0.08489595367579783
4,-0.1186245665121588,-0.03792458399395651,-0.3492788583450213,-0.24077383531504556,-0.7584128797349129,-0.3633257491065988,-0.7937271130419559,-0.07874919160256035
5,-0.1186245665121588,-0.03792458399395651,-0.7367893201374484,-0.20853208265056067,1.318543008327507,-0.3633257491065988,-0.5583100856906961,-0.08345223763480289
6,-0.1186245665121588,-0.03792458399395651,3.3320705286830354,0.9038083842741681,1.318543008327507,-0.3633257491065988,0.942473463673585,-0.04670538129758303
7,-0.1186245665121588,-0.03792458399395651,0.1351092188955125,0.5330282286325918,1.318543008327507,2.75235103060808,0.7659106931601402,-0.06568888918250342
8,-0.1186245665121588,-0.03792458399395651,-0.3492788583450213,-0.49870785663092465,-0.7584128797349129,-0.3633257491065988,1.325026133119382,-0.0914988826602035
9,0.7408349336883728,-0.03792458399395651,-0.7367893201374484,-0.6599166199533492,1.318543008327507,-0.3633257491065988,-0.5288829572717886,-0.09309372575421142
10,-0.1186245665121588,-0.03792458399395651,-0.7367893201374484,-0.5954331146243793,1.318543008327507,-0.3633257491065988,-0.7054457277852334,-0.0936466975518718
11,-0.1186245665121588,-0.03792458399395651,-0.3492788583450213,-0.3374990933085002,-0.7584128797349129,-0.3633257491065988,-0.617164342528511,-0.08950567701170978
12,-0.1186245665121588,-0.03792458399395651,0.6194972961360463,0.1300063203265307,-0.7584128797349129,2.75235103060808,-0.5288829572717886,-0.041031500648289386
13,-0.1186245665121588,-0.03792458399395651,0.42574206523983277,0.16224807299101557,-0.7584128797349129,-0.3633257491065988,0.29507663845762055,-0.04178504659925732
14,-0.1186245665121588,-0.03792458399395651,1.200762988824687,0.6942369919550163,-0.7584128797349129,-0.3633257491065988,-0.5877372141096036,-0.0770638115643511
